,opeid,name,state,prog-length,school-type-num,dual-num-2014,dual-denom-2014,drate-2014,prate-2014,ethnic-code,program,dual-num-2013,dual-denom-2013,drate-2013,prate-2013,dual-num-2012,dual-denom-2012,drate-2012,prate-2012,school-type-label,non_default,community-schools
32,1057,UNIVERSITY OF SOUTH ALABAMA                                      ,AL,8,1,311,3809,8.1,P,5,D,284,3625,7.8,P,289,3847,7.5,P,public,,False
35,1063,UNIVERSITY OF ALASKA FAIRBANKS                                   ,AK,8,1,162,1304,12.4,P,5,D,164,1359,12.0,P,162,1287,12.5,P,public,,False
36,1065,UNIVERSITY OF ALASKA SOUTHEAST                                   ,AK,8,1,42,446,9.4,P,5,D,34,438,7.7,P,54,465,11.6,P,public,,False
3943,32603,"CALIFORNIA STATE UNIVERSITY, MONTEREY BAY                        ",CA,8,1,79,1451,5.4,A,3,D,47,1297,3.6,A,55,1092,5.0,A,public,,False
3942,32553,FLORIDA GULF COAST UNIVERSITY                                    ,FL,8,1,112,2309,4.8,A,5,D,142,2210,6.4,A,88,1888,4.6,A,public,,False
3932,32343,CHARTER OAK STATE COLLEGE                                        ,CT,8,1,22,372,5.9,A,5,D,19,361,5.2,A,14,320,4.3,A,public,,False
3914,31703,TEXAS A & M UNIVERSITY - TEXARKANA                               ,TX,8,1,40,411,9.7,A,5,D,35,444,7.8,A,30,357,8.4,A,public,,False
44,1081,ARIZONA STATE UNIVERSITY                                         ,AZ,8,1,1175,17420,6.7,A,5,D,1131,16222,6.9,A,1096,14964,7.3,A,public,,False
45,1082,NORTHERN ARIZONA UNIVERSITY                                      ,AZ,8,1,509,6999,7.2,A,5,D,450,6708,6.7,A,463,6336,7.3,A,public,,False
29,1051,UNIVERSITY OF ALABAMA                                            ,AL,8,1,312,5433,5.7,P,5,D,275,5325,5.1,P,317,5023,6.3,P,public,,False
2617,9756,UNIVERSITY OF MASSACHUSETTS MEDICAL CENTER                       ,MA,8,1,2,153,1.3,A,5,D,2,176,1.1,A,1,149,0.6,A,public,,False
101,1155,SAN JOSE STATE UNIVERSITY                                        ,CA,8,1,183,5216,3.5,A,5,D,195,5158,3.7,A,144,4566,3.1,A,public,,False
103,1157,"CALIFORNIA STATE UNIVERSITY, STANISLAUS                          ",CA,8,1,113,1993,5.6,A,3,D,87,1921,4.5,A,100,1768,5.6,A,public,,False
2830,11644,UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE                        ,MD,8,1,704,10020,7.0,P,5,D,647,9869,6.5,P,837,10191,8.2,P,public,,False
2816,11462,UNIVERSITY OF ALASKA ANCHORAGE                                   ,AK,8,1,400,3046,13.1,A,5,D,354,2990,11.8,A,360,2888,12.4,A,public,,False
2813,11282,OKLAHOMA STATE UNIVERSITY CENTER FOR HEALTH SCIENCES             ,OK,8,1,4,112,3.5,P,5,D,0,101,0.0,P,0,92,0.0,P,public,2013 2012,False
572,1892,UNIVERSITY OF IOWA                                               ,IA,8,1,148,5390,2.7,P,5,D,150,5367,2.7,P,175,5366,3.2,P,public,,False
2806,11163,UNIVERSITY OF TEXAS AT TYLER                                     ,TX,8,1,113,1793,6.3,A,5,D,118,1737,6.7,A,140,1654,8.4,A,public,,False
2805,11161,TEXAS A&M UNIVERSITY - CORPUS CHRISTI                            ,TX,8,1,233,2554,9.1,P,3,D,253,2555,9.9,P,207,2361,8.7,P,public,,False
299,1480,FLORIDA AGRICULTURAL & MECHANICAL UNIVERSITY                     ,FL,8,1,475,3742,12.6,A,2,D,494,3593,13.7,A,518,3506,14.7,A,public,,False
300,1481,FLORIDA ATLANTIC UNIVERSITY                                      ,FL,8,1,369,5829,6.3,A,5,D,294,5615,5.2,A,312,5029,6.2,A,public,,False
307,1489,FLORIDA STATE UNIVERSITY                                         ,FL,8,1,378,7750,4.8,A,5,D,333,7547,4.4,A,371,7309,5.0,A,public,,False
2768,10819,CONSERVATORIO DE MUSICA DE PUERTO RICO                           ,PR,8,1,9,47,19.1,A,3,D,7,63,11.1,A,8,57,14.0,A,public,,False
2750,10674,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER                     ,TX,8,1,14,1327,1.0,P,5,D,19,1251,1.5,P,21,1118,1.8,P,public,,False
2711,10374,METROPOLITAN STATE UNIVERSITY                                    ,MN,8,1,149,2716,5.4,A,5,D,143,2498,5.7,A,140,2344,5.9,A,public,,False
2704,10338,EASTERN VIRGINIA MEDICAL SCHOOL                                  ,VA,8,1,2,257,0.7,A,5,D,1,279,0.3,A,0,250,0.0,A,public,2012,False
2701,10286,SUNY EMPIRE STATE COLLEGE                                        ,NY,8,1,256,3678,6.9,A,5,D,203,3591,5.6,A,232,3568,6.5,A,public,,False
2675,10115,UNIVERSITY OF TEXAS AT SAN ANTONIO                               ,TX,8,1,441,7506,5.8,A,3,D,551,7606,7.2,A,658,7607,8.6,A,public,,False
334,1535,UNIVERSITY OF FLORIDA                                            ,FL,8,1,185,6965,2.6,P,5,D,151,7089,2.1,P,206,6808,3.0,P,public,,False
336,1537,UNIVERSITY OF SOUTH FLORIDA                                      ,FL,8,1,509,10105,5.0,P,5,D,523,10013,5.2,P,519,9689,5.3,P,public,,False
2661,10019,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER (THE)            ,TX,8,1,3,374,0.8,P,5,D,3,377,0.7,P,6,356,1.6,P,public,,False
342,1544,ALBANY STATE UNIVERSITY                                          ,GA,8,1,180,1553,11.5,A,2,D,221,1832,12.0,A,234,1733,13.5,A,public,,False
344,1546,ARMSTRONG STATE UNIVERSITY                                       ,GA,8,1,197,2149,9.1,A,5,D,144,2118,6.7,A,168,2051,8.1,A,public,,False
2650,9942,SHAWNEE STATE UNIVERSITY                                         ,OH,8,1,357,1761,20.2,A,5,D,376,1967,19.1,A,425,1957,21.7,A,public,,False
353,1561,COLUMBUS STATE UNIVERSITY                                        ,GA,8,1,178,2322,7.6,A,5,D,196,2396,8.1,A,189,2148,8.7,A,public,,False
2647,9930,UNIVERSITY OF TEXAS OF THE PERMIAN BASIN                         ,TX,8,1,59,779,7.5,A,3,D,86,792,10.8,A,64,786,8.1,A,public,,False
2646,9929,SUNY COLLEGE OF OPTOMETRY                                        ,NY,8,1,0,77,0.0,P,5,D,0,68,0.0,P,0,67,0.0,P,public,ALL,False
356,1566,FORT VALLEY STATE UNIVERSITY                                     ,GA,8,1,224,1403,15.9,A,2,D,260,1557,16.6,A,284,1402,20.2,A,public,,False
2632,9841,UNIVERSITY OF NORTH FLORIDA                                      ,FL,8,1,200,3392,5.8,A,5,D,195,3300,5.9,A,142,3001,4.7,A,public,,False
2622,9768,UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH    ,TX,8,1,2,453,0.4,P,5,D,6,380,1.5,P,4,339,1.1,P,public,,False
2835,11678,STATE UNIVERSITY OF NEW YORK POLYTECHNIC INSTITUTE               ,NY,8,1,19,640,2.9,P,5,D,23,649,3.5,P,34,734,4.6,P,public,,False
2839,11711,UNIVERSITY OF HOUSTON - CLEAR LAKE                               ,TX,8,1,51,1684,3.0,A,5,D,102,1657,6.1,A,120,1618,7.4,A,public,,False
280,1441,UNIVERSITY OF THE DISTRICT OF COLUMBIA                           ,DC,8,1,204,1251,16.3,P,2,D,185,1185,15.6,P,157,1071,14.6,P,public,,False
275,1431,UNIVERSITY OF DELAWARE                                           ,DE,8,1,77,3368,2.2,A,5,D,62,3128,1.9,A,76,3052,2.4,A,public,,False
3222,21922,THOMAS EDISON STATE UNIVERSITY                                   ,NJ,8,1,133,2073,6.4,A,5,D,99,1945,5.0,A,98,1581,6.1,A,public,,False
3136,21464,INSTITUTE OF AMERICAN INDIAN & ALASKA NATIVE CULTURE & ARTSDEVELO,NM,8,1,18,74,24.3,B,1,D,27,99,27.2,B,11,44,25.0,A,public,,False
206,1312,"UNIVERSITY OF CALIFORNIA, BERKELEY                               ",CA,8,1,107,5019,2.1,P,5,D,103,5124,2.0,P,157,5273,2.9,P,public,,False
207,1313,"UNIVERSITY OF CALIFORNIA, DAVIS                                  ",CA,8,1,124,5566,2.2,P,5,D,150,5687,2.6,P,154,5610,2.7,P,public,,False
208,1314,"UNIVERSITY OF CALIFORNIA, IRVINE                                 ",CA,8,1,82,4548,1.8,A,5,D,95,4573,2.0,A,102,4346,2.3,A,public,,False
209,1315,"UNIVERSITY OF CALIFORNIA, LOS ANGELES                            ",CA,8,1,145,6880,2.1,P,5,D,140,6908,2.0,P,105,6615,1.5,P,public,,False
210,1316,"UNIVERSITY OF CALIFORNIA, RIVERSIDE                              ",CA,8,1,130,4310,3.0,A,5,D,117,4161,2.8,A,161,3733,4.3,A,public,,False
211,1317,"UNIVERSITY OF CALIFORNIA, SAN DIEGO                              ",CA,8,1,118,5436,2.1,P,5,D,116,5740,2.0,P,129,5112,2.5,P,public,,False
212,1319,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO                          ",CA,8,1,4,565,0.7,P,5,D,4,691,0.5,P,5,695,0.7,P,public,,False
213,1320,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA                          ",CA,8,1,86,3799,2.2,A,5,D,91,3817,2.3,A,148,3681,4.0,A,public,,False
214,1321,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ                             ",CA,8,1,103,3256,3.1,A,5,D,111,3541,3.1,A,109,3125,3.4,A,public,,False
228,1345,ADAMS STATE UNIVERSITY                                           ,CO,8,1,123,1132,10.8,A,3,D,150,1153,13.0,A,111,1183,9.3,A,public,,False
231,1348,COLORADO SCHOOL OF MINES                                         ,CO,8,1,7,861,0.8,A,5,D,17,799,2.1,A,6,683,0.8,A,public,,False
102,1156,SONOMA STATE UNIVERSITY                                          ,CA,8,1,56,1747,3.2,A,5,D,63,1594,3.9,A,56,1561,3.5,A,public,,False
232,1349,UNIVERSITY OF NORTHERN COLORADO                                  ,CO,8,1,168,3292,5.1,A,5,D,162,3105,5.2,A,152,3069,4.9,A,public,,False
235,1353,FORT LEWIS COLLEGE                                               ,CO,8,1,98,973,10.0,A,5,D,82,890,9.2,A,77,915,8.4,A,public,,False
238,1358,COLORADO MESA UNIVERSITY                                         ,CO,8,1,388,2827,13.7,A,5,D,344,2671,12.8,A,355,2469,14.3,A,public,,False
240,1360,METROPOLITAN STATE UNIVERSITY OF DENVER                          ,CO,8,1,655,6690,9.7,A,5,D,678,6821,9.9,A,668,6573,10.1,A,public,,False
2974,13231,UNIVERSITY OF HOUSTON - VICTORIA                                 ,TX,8,1,65,1203,5.4,A,5,D,72,1163,6.1,A,58,985,5.8,A,public,,False
244,1365,COLORADO STATE UNIVERSITY-PUEBLO                                 ,CO,8,1,174,2105,8.2,A,5,D,231,2572,8.9,A,200,2185,9.1,A,public,,False
246,1370,UNIVERSITY OF COLORADO BOULDER                                   ,CO,8,1,148,4676,3.1,P,5,D,149,4805,3.1,P,133,4774,2.7,P,public,,False
248,1372,WESTERN STATE COLORADO UNIVERSITY                                ,CO,8,1,37,550,6.7,A,5,D,32,563,5.6,A,31,555,5.5,A,public,,False
250,1378,CENTRAL CONNECTICUT STATE UNIVERSITY                             ,CT,8,1,171,2795,6.1,A,5,D,136,2767,4.9,A,108,2664,4.0,A,public,,False
252,1380,WESTERN CONNECTICUT STATE UNIVERSITY                             ,CT,8,1,92,1442,6.3,A,5,D,109,1523,7.1,A,99,1443,6.8,A,public,,False
264,1406,SOUTHERN CONNECTICUT STATE UNIVERSITY                            ,CT,8,1,176,3009,5.8,A,5,D,179,3079,5.8,A,126,3112,4.0,A,public,,False
268,1417,UNIVERSITY OF CONNECTICUT                                        ,CT,8,1,141,5800,2.4,P,5,D,125,5589,2.2,P,148,5394,2.7,P,public,,False
271,1425,EASTERN CONNECTICUT STATE UNIVERSITY                             ,CT,8,1,82,1507,5.4,A,5,D,82,1532,5.3,A,59,1388,4.2,A,public,,False
273,1428,DELAWARE STATE UNIVERSITY                                        ,DE,8,1,164,1259,13.0,A,2,D,180,1246,14.4,A,142,1184,11.9,A,public,,False
233,1350,COLORADO STATE UNIVERSITY                                        ,CO,8,1,164,5715,2.8,P,5,D,138,5601,2.4,P,151,5306,2.8,P,public,,False
590,1915,FORT HAYS STATE UNIVERSITY                                       ,KS,8,1,201,2669,7.5,A,5,D,185,2564,7.2,A,147,2266,6.4,A,public,,False
684,2044,MAINE MARITIME ACADEMY                                           ,ME,8,1,9,250,3.6,A,5,D,15,231,6.4,A,11,262,4.1,A,public,,False
601,1927,EMPORIA STATE UNIVERSITY                                         ,KS,8,1,110,1514,7.2,A,5,D,93,1525,6.0,A,114,1622,7.0,A,public,,False
929,2424,MISSISSIPPI VALLEY STATE UNIVERSITY                              ,MS,8,1,169,1020,16.5,A,2,D,179,988,18.1,A,174,1060,16.4,A,public,,False
1377,3163,NORTHWESTERN OKLAHOMA STATE UNIVERSITY                           ,OK,8,1,86,589,14.6,A,5,D,63,472,13.3,A,74,550,13.4,A,public,,False
1382,3168,ROGERS STATE UNIVERSITY                                          ,OK,8,1,179,1410,12.6,A,5,D,143,1293,11.0,A,161,1194,13.4,A,public,,False
1383,3170,OKLAHOMA STATE UNIVERSITY                                        ,OK,8,1,237,4164,5.6,P,5,D,223,4172,5.3,P,257,4101,6.2,P,public,,False
928,2423,MISSISSIPPI STATE UNIVERSITY                                     ,MS,8,1,305,4051,7.5,A,5,D,338,4098,8.2,A,285,3595,7.9,A,public,,False
927,2422,MISSISSIPPI UNIVERSITY FOR WOMEN                                 ,MS,8,1,77,993,7.7,A,5,D,72,951,7.5,A,66,878,7.5,A,public,,False
1388,3179,SOUTHEASTERN OKLAHOMA STATE UNIVERSITY                           ,OK,8,1,114,956,11.9,A,5,D,126,1017,12.3,A,156,929,16.7,A,public,,False
1390,3181,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY                           ,OK,8,1,142,1184,11.9,P,5,D,165,1297,12.7,P,216,1351,15.9,P,public,,False
1392,3184,UNIVERSITY OF OKLAHOMA                                           ,OK,8,1,248,5710,4.3,P,5,D,262,5670,4.6,P,223,5795,3.8,P,public,,False
1398,3193,EASTERN OREGON UNIVERSITY                                        ,OR,8,1,140,1388,10.0,A,5,D,121,1342,9.0,A,101,1259,8.0,A,public,,False
1408,3209,WESTERN OREGON UNIVERSITY                                        ,OR,8,1,111,1661,6.6,A,5,D,124,1714,7.2,A,108,1514,7.1,A,public,,False
1409,3210,OREGON STATE UNIVERSITY                                          ,OR,8,1,217,5582,3.8,P,5,D,189,5176,3.6,P,187,4678,3.9,P,public,,False
1410,3211,OREGON INSTITUTE OF TECHNOLOGY                                   ,OR,8,1,34,922,3.6,A,5,D,44,865,5.0,A,24,795,3.0,A,public,,False
1413,3216,PORTLAND STATE UNIVERSITY                                        ,OR,8,1,481,7494,6.4,P,5,D,416,7520,5.5,P,355,6924,5.1,P,public,,False
1416,3219,SOUTHERN OREGON UNIVERSITY                                       ,OR,8,1,110,1530,7.1,A,5,D,101,1501,6.7,A,91,1412,6.4,A,public,,False
1420,3223,UNIVERSITY OF OREGON                                             ,OR,8,1,171,4421,3.8,P,5,D,139,4517,3.0,P,187,4039,4.6,P,public,,False
1459,3277,INDIANA UNIVERSITY OF PENNSYLVANIA                               ,PA,8,1,315,4298,7.3,P,5,D,333,4299,7.7,P,370,4159,8.8,P,public,,False
1375,3161,NORTHEASTERN STATE UNIVERSITY                                    ,OK,8,1,210,2401,8.7,A,5,D,253,2487,10.1,A,349,2504,13.9,A,public,,False
1470,3290,LINCOLN UNIVERSITY                                               ,PA,8,1,117,826,14.1,A,2,D,160,947,16.8,A,180,916,19.6,A,public,,False
935,2440,UNIVERSITY OF MISSISSIPPI                                        ,MS,8,1,355,3999,8.8,P,5,D,298,3907,7.6,P,296,3677,8.0,P,public,,False
1372,3157,LANGSTON UNIVERSITY                                              ,OK,8,1,189,1004,18.8,A,2,D,218,1170,18.6,A,255,1107,23.0,A,public,,False
1297,3008,VALLEY CITY STATE UNIVERSITY                                     ,ND,8,1,21,303,6.9,A,5,D,25,326,7.6,A,25,331,7.5,A,public,,False
1303,3018,BOWLING GREEN STATE UNIVERSITY                                   ,OH,8,1,504,5234,9.6,P,5,D,461,5404,8.5,P,505,5247,9.6,P,public,,False
1307,3026,CENTRAL STATE UNIVERSITY                                         ,OH,8,1,258,937,27.5,A,2,D,331,1126,29.3,A,297,993,29.9,A,public,,False
1311,3032,CLEVELAND STATE UNIVERSITY                                       ,OH,8,1,382,4931,7.7,P,5,D,365,4793,7.6,P,390,4718,8.2,P,public,,False
1326,3051,KENT STATE UNIVERSITY                                            ,OH,8,1,1319,11558,11.4,P,5,D,1311,11839,11.0,P,1404,11704,11.9,P,public,,False
1334,3077,MIAMI UNIVERSITY                                                 ,OH,8,1,454,4282,10.6,A,5,D,408,4387,9.3,A,545,4554,11.9,A,public,,False
1335,3078,WRIGHT STATE UNIVERSITY                                          ,OH,8,1,455,4836,9.4,P,5,D,430,5331,8.0,P,524,5458,9.6,P,public,,False
1341,3090,OHIO STATE UNIVERSITY (THE)                                      ,OH,8,1,594,12058,4.9,P,5,D,621,12416,5.0,P,660,12757,5.1,P,public,,False
1342,3100,OHIO UNIVERSITY                                                  ,OH,8,1,945,9684,9.7,P,5,D,788,8956,8.7,P,1042,9311,11.1,P,public,,False
1350,3123,UNIVERSITY OF AKRON (THE)                                        ,OH,8,1,1054,7852,13.4,P,5,D,1122,8477,13.2,P,1062,8379,12.6,P,public,,False
1351,3125,UNIVERSITY OF CINCINNATI                                         ,OH,8,1,874,10765,8.1,P,5,D,777,10187,7.6,P,795,9848,8.0,P,public,,False
1353,3131,UNIVERSITY OF TOLEDO                                             ,OH,8,1,611,6004,10.1,P,5,D,628,6349,9.8,P,714,6654,10.7,P,public,,False
1361,3145,YOUNGSTOWN STATE UNIVERSITY                                      ,OH,8,1,607,4060,14.9,A,5,D,772,4605,16.7,A,981,5081,19.3,A,public,,False
1365,3150,CAMERON UNIVERSITY                                               ,OK,8,1,212,1436,14.7,A,5,D,254,1509,16.8,A,238,1336,17.8,A,public,,False
1367,3152,UNIVERSITY OF CENTRAL OKLAHOMA                                   ,OK,8,1,330,3529,9.3,A,5,D,357,3553,10.0,A,308,3503,8.7,A,public,,False
1369,3154,EAST CENTRAL UNIVERSITY                                          ,OK,8,1,147,1190,12.3,A,5,D,173,1256,13.7,A,190,1237,15.3,A,public,,False
941,2454,UNIVERSITY OF CENTRAL MISSOURI                                   ,MO,8,1,306,3266,9.3,P,5,D,268,3075,8.7,P,253,2867,8.8,P,public,,False
936,2441,UNIVERSITY OF SOUTHERN MISSISSIPPI                               ,MS,8,1,519,4558,11.3,P,5,D,529,4697,11.2,P,511,4643,11.0,P,public,,False
1487,3315,BLOOMSBURG UNIVERSITY OF PENNSYLVANIA                            ,PA,8,1,160,2431,6.5,A,5,D,153,2557,5.9,A,110,2210,4.9,A,public,,False
1488,3316,CALIFORNIA UNIVERSITY OF PENNSYLVANIA                            ,PA,8,1,230,3137,7.3,A,5,D,209,3349,6.2,A,246,3298,7.4,A,public,,False
1489,3317,CHEYNEY UNIVERSITY OF PENNSYLVANIA                               ,PA,8,1,183,613,29.8,A,2,D,167,617,27.0,A,153,570,26.8,A,public,,False
1570,3449,UNIVERSITY OF SOUTH CAROLINA - AIKEN                             ,SC,8,1,59,883,6.6,A,5,D,60,861,6.9,A,54,890,6.0,A,public,,False
1572,3451,COASTAL CAROLINA UNIVERSITY                                      ,SC,8,1,181,2688,6.7,A,5,D,248,2644,9.3,A,213,2310,9.2,A,public,,False
1576,3456,WINTHROP UNIVERSITY                                              ,SC,8,1,98,1601,6.1,A,5,D,100,1554,6.4,A,97,1575,6.1,A,public,,False
1579,3459,BLACK HILLS STATE UNIVERSITY                                     ,SD,8,1,109,1282,8.5,A,5,D,117,1232,9.4,A,99,1235,8.0,A,public,,False
1581,3463,DAKOTA STATE UNIVERSITY                                          ,SD,8,1,53,696,7.6,A,5,D,35,614,5.7,A,37,664,5.5,A,public,,False
1583,3466,NORTHERN STATE UNIVERSITY                                        ,SD,8,1,62,662,9.3,A,5,D,67,637,10.5,A,65,678,9.5,A,public,,False
1586,3470,SOUTH DAKOTA SCHOOL OF MINES & TECHNOLOGY                        ,SD,8,1,19,435,4.3,A,5,D,21,446,4.7,A,21,428,4.9,A,public,,False
1587,3471,SOUTH DAKOTA STATE UNIVERSITY                                    ,SD,8,1,154,3179,4.8,P,5,D,132,3253,4.0,P,150,3259,4.6,P,public,,False
1588,3474,UNIVERSITY OF SOUTH DAKOTA                                       ,SD,8,1,133,2473,5.3,P,5,D,133,2651,5.0,P,172,2617,6.5,P,public,,False
1590,3478,AUSTIN PEAY STATE UNIVERSITY                                     ,TN,8,1,382,3222,11.8,A,5,D,404,3297,12.2,A,368,3242,11.3,A,public,,False
1599,3487,EAST TENNESSEE STATE UNIVERSITY                                  ,TN,8,1,354,3738,9.4,P,5,D,406,3636,11.1,P,397,3409,11.6,P,public,,False
1613,3509,UNIVERSITY OF MEMPHIS (THE)                                      ,TN,8,1,566,5984,9.4,A,5,D,549,6112,8.9,A,573,5816,9.8,A,public,,False
1614,3510,MIDDLE TENNESSEE STATE UNIVERSITY                                ,TN,8,1,745,6818,10.9,A,5,D,675,7019,9.6,A,628,6693,9.3,A,public,,False
1619,3522,TENNESSEE STATE UNIVERSITY                                       ,TN,8,1,448,3317,13.5,P,2,D,433,3393,12.7,P,366,3026,12.0,P,public,,False
1620,3523,TENNESSEE TECHNOLOGICAL UNIVERSITY                               ,TN,8,1,130,2450,5.3,A,5,D,151,2447,6.1,A,184,2327,7.9,A,public,,False
1625,3529,UNIVERSITY OF TENNESSEE - CHATTANOOGA                            ,TN,8,1,158,2529,6.2,P,5,D,187,2549,7.3,P,161,2324,6.9,P,public,,False
1626,3530,UNIVERSITY OF TENNESSEE                                          ,TN,8,1,262,5609,4.6,P,5,D,273,5689,4.7,P,306,5547,5.5,P,public,,False
1569,3448,UNIVERSITY OF SOUTH CAROLINA - COLUMBIA                          ,SC,8,1,182,5783,3.1,P,5,D,267,5866,4.5,P,241,5851,4.1,P,public,,False
1567,3446,SOUTH CAROLINA STATE UNIVERSITY                                  ,SC,8,1,222,1438,15.4,A,2,D,275,1617,17.0,A,311,1607,19.3,A,public,,False
1562,3438,MEDICAL UNIVERSITY OF SOUTH CAROLINA                             ,SC,8,1,3,743,0.4,P,5,D,6,707,0.8,P,8,751,1.0,P,public,,False
1560,3435,LANDER UNIVERSITY                                                ,SC,8,1,85,895,9.4,A,5,D,90,912,9.8,A,87,802,10.8,A,public,,False
1490,3318,CLARION UNIVERSITY OF PENNSYLVANIA                               ,PA,8,1,140,1882,7.4,P,5,D,185,2108,8.7,P,149,1958,7.6,P,public,,False
1491,3320,EAST STROUDSBURG UNIVERSITY OF PENNSYLVANIA                      ,PA,8,1,171,1962,8.7,A,5,D,127,1980,6.4,A,97,1833,5.2,A,public,,False
1492,3321,EDINBORO UNIVERSITY OF PENNSYLVANIA                              ,PA,8,1,222,2389,9.2,A,5,D,252,2591,9.7,A,265,2770,9.5,A,public,,False
1493,3322,KUTZTOWN UNIVERSITY OF PENNSYLVANIA                              ,PA,8,1,172,2735,6.2,A,5,D,183,2868,6.3,A,164,2903,5.6,A,public,,False
1494,3323,LOCK HAVEN UNIVERSITY OF PENNSYLVANIA                            ,PA,8,1,127,1597,7.9,A,5,D,120,1706,7.0,A,116,1674,6.9,A,public,,False
1495,3324,MANSFIELD UNIVERSITY OF PENNSYLVANIA                             ,PA,8,1,91,999,9.1,A,5,D,96,1068,8.9,A,94,1166,8.0,A,public,,False
1496,3325,MILLERSVILLE UNIVERSITY OF PENNSYLVANIA                          ,PA,8,1,158,2352,6.7,A,5,D,126,2417,5.2,A,134,2292,5.8,A,public,,False
1497,3326,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA                          ,PA,8,1,117,2145,5.4,A,5,D,115,2170,5.2,A,124,2281,5.4,A,public,,False
1295,3005,UNIVERSITY OF NORTH DAKOTA                                       ,ND,8,1,120,3307,3.6,A,5,D,143,3308,4.3,A,115,3196,3.5,A,public,,False
1498,3327,SLIPPERY ROCK UNIVERSITY                                         ,PA,8,1,135,2495,5.4,A,5,D,122,2465,4.9,A,107,2417,4.4,A,public,,False
1500,3329,PENNSYLVANIA STATE UNIVERSITY (THE)                              ,PA,8,1,1010,19272,5.2,P,5,D,940,19178,4.9,P,1106,19403,5.7,P,public,,False
1520,3379,UNIVERSITY OF PITTSBURGH - PITTSBURGH                            ,PA,8,1,298,7765,3.8,P,5,D,307,7991,3.8,P,395,9041,4.3,P,public,,False
1530,3395,PENNSYLVANIA COLLEGE OF TECHNOLOGY                               ,PA,8,1,241,2088,11.5,A,5,D,218,2232,9.7,A,298,2473,12.0,A,public,,False
1537,3407,RHODE ISLAND COLLEGE                                             ,RI,8,1,164,2078,7.8,A,5,D,128,1941,6.5,A,126,1951,6.4,A,public,,False
1542,3414,UNIVERSITY OF RHODE ISLAND                                       ,RI,8,1,182,3464,5.2,P,5,D,134,3271,4.0,P,167,3185,5.2,P,public,,False
1549,3423,"CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA                  ",SC,8,1,30,717,4.1,A,5,D,23,755,3.0,A,28,821,3.4,A,public,,False
1551,3425,CLEMSON UNIVERSITY                                               ,SC,8,1,103,3192,3.2,A,5,D,89,3008,2.9,A,82,2929,2.7,A,public,,False
1554,3428,COLLEGE OF CHARLESTON                                            ,SC,8,1,52,1989,2.6,A,5,D,99,2010,4.9,A,83,1960,4.2,A,public,,False
1499,3328,WEST CHESTER UNIVERSITY OF PENNSYLVANIA                          ,PA,8,1,148,3583,4.1,A,5,D,175,3242,5.3,A,123,3208,3.8,A,public,,False
1294,2997,NORTH DAKOTA STATE UNIVERSITY - FARGO                            ,ND,8,1,111,3352,3.3,P,5,D,104,3227,3.2,P,121,3256,3.7,P,public,,False
958,2479,LINCOLN UNIVERSITY                                               ,MO,8,1,200,1045,19.1,A,2,D,236,1150,20.5,A,219,1055,20.7,A,public,,False
1291,2994,MINOT STATE UNIVERSITY                                           ,ND,8,1,65,780,8.3,A,5,D,61,807,7.5,A,56,861,6.5,A,public,,False
981,2516,UNIVERSITY OF MISSOURI - COLUMBIA                                ,MO,8,1,279,6092,4.5,P,5,D,266,6085,4.3,P,233,5465,4.2,P,public,,False
1053,2625,WILLIAM PATERSON UNIVERSITY OF NEW JERSEY                        ,NJ,8,1,252,3094,8.1,A,5,D,244,2948,8.2,A,160,2662,6.0,A,public,,False
1057,2629,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY                      ",NJ,8,1,448,13210,3.3,P,3,D,439,13039,3.3,P,428,12077,3.5,P,public,,False
1061,2642,COLLEGE OF NEW JERSEY (THE)                                      ,NJ,8,1,23,1308,1.7,A,5,D,19,1294,1.4,A,17,1285,1.3,A,public,,False
1065,2651,EASTERN NEW MEXICO UNIVERSITY                                    ,NM,8,1,226,1460,15.4,A,5,D,245,1413,17.3,A,235,1344,17.4,A,public,,False
1066,2653,NEW MEXICO HIGHLANDS UNIVERSITY                                  ,NM,8,1,119,816,14.5,A,3,D,111,834,13.3,A,133,827,16.0,A,public,,False
1067,2654,NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY                      ,NM,8,1,16,246,6.5,A,5,D,11,205,5.3,A,11,209,5.2,A,public,,False
975,2503,MISSOURI STATE UNIVERSITY                                        ,MO,8,1,275,4489,6.1,A,5,D,286,4341,6.5,A,310,4238,7.3,A,public,,False
973,2501,SOUTHEAST MISSOURI STATE UNIVERSITY                              ,MO,8,1,254,2643,9.6,A,5,D,234,2562,9.1,A,253,2483,10.1,A,public,,False
1070,2657,NEW MEXICO STATE UNIVERSITY                                      ,NM,8,1,1006,5427,18.5,A,3,D,1091,5556,19.6,A,1164,5755,20.2,A,public,,False
